id,created_at,source,clean_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_count,followers_count,friends_count,hashtags,user_mentions,place,place_coord_boundaries
76,Thu Jun 17 06:30:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Lawmakers today urged reject refiners efforts undermine integrity Were grateful congressional champions standing producers low-carbon renewable fuels,0,0,en,0,0,kevinpbreslin,342743,3609,5003,,"EthanolRFA, EPAMichaelRegan, BrianDeeseNEC",,Derry
77,Thu Jun 17 06:30:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",heavily regulated EU via,-0.2,0.5,en,0,0,Nicochan33,440417,91109,83457,FacialRecognition,"enricomolinari, wef",,France
78,Thu Jun 17 06:30:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Top mb petina mves Ntr -5Aathu Ipduu daka pre bizz mb ntr gt gt gt gt gt gt gt aathy apart frm rrrDay lu kuda Aathu kana mb ntr ke ekuva unai Craze ki mi la banisalu leru Mb ntr ki fandom iddarivi Aathy gadiki sarijodi evaru ante pawala neAA gt gt gt gtAWALA ESUKO,0.5,0.5,in,0,0,Soumith86766859,1505,14,47,,urstrulyTSK,,
79,Thu Jun 17 06:30:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ApeiroX offers commerce fintech one platform.We airdropping total supply decentralized community At least 10 per participant.To receive airdrop visit telegram bot Contract Address,-0.066666667,0.383333333,en,0,0,maan_swl_9,648,291,416,,apeiroxcom,,"پنجاب, پاکستان"
80,Thu Jun 17 06:30:14 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">sustaintrends</a>",Every wash cycle leaves carbon footprint Tide Ariel making difference home easier think,0,0,en,0,0,SustainTrends,299386,5930,159,sustainability,AdhytyaJK,,
81,Thu Jun 17 06:30:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rc Box -Office Wise Ok But Fan Base Lo Ite Tier-2 Kindha Consider Cheyachhu Box -Office Fanbase AnydayTarak gt gt gt gt gt RAM charanAh Box Office Records Kuda Mana Chiru Mafia Gurinchi Telisindhe GaNen RC MB Mutual Ni Tarak Medha Abusive tweets kuda vesa,0.133333333,0.8,en,0,0,Govardh75951773,13100,277,689,,Teja_Cult_DHFM,,
82,Thu Jun 17 06:30:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",The carbon footprint shrinking compared size military-industrial complexs CO2 emissions,0,0,en,0,0,Limaryo88,8491,684,1896,Bitcoin,DocumentingBTC,,
83,Thu Jun 17 06:30:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Buy airtime across networks Mpesa even Fuliza via paybill Account number phone number Kabando Locatelli Ramos Arteta tony,0,0,en,0,0,Jovial_kenya,827,1112,589,,"iamsoniah, F_M_Networks",,
84,Thu Jun 17 06:30:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Movies story selection wise MB gt gt PKHero ki undalsina Qualities PK Lo undavu Maintain Cheyyadu After PK May Political effect But PK Lo Edo Magic untadi inbuilt Swag amp Attitude Flop Movies tho kuda Aa Crowd,0.4,0.666666667,en,0,0,kvrrulz,20014,2420,2297,,SSMB_dhf,,"Hyderabad, India"
85,Thu Jun 17 06:30:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SLNE time lo Mafia motham dimparu MB movie paina.Kani Mee family SBSB Uppena Vakeel Saab movies ki best cheppadu movie nachindhi Ani cheppadu comeback ani praise kuda chesadu,1,0.3,et,0,0,_goutham_dhfm,24244,210,341,,116_Team,,
86,Thu Jun 17 06:30:24 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">sustaintrends</a>",Every wash cycle leaves carbon footprint Tide Ariel making difference home easier think,0,0,en,0,0,SustainTrends,299391,5930,159,sustainability,PGWorkAccount,,
87,Thu Jun 17 06:30:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Top mb petina mves Ntr -5Aathu Ipduu daka pre bizz mb ntr gt gt gt gt gt gt gt aathy apart frm rrrDay lu kuda Aathu kana mb ntr ke ekuva unai Craze ki mi la banisalu leru Mb ntr ki fandom iddarivi Aathy gadiki sarijodi evaru ante pawala neAA gt gt gt gtAWALA ESUKO,0.5,0.5,in,0,0,Radiationsuit,24287,1937,1849,,urstrulyTSK,,
88,Thu Jun 17 06:30:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sorry sayBunny looks lo gani dressing style gani screen ki equal ga maintain chestaduu nd also bunny screen pics trend ayinantha nak telisi south lo evarivi trend ayi undavv face lo smile looks gani one match Any dayy AA gt gt gt gt gt gt gt gtther,-0.066666667,0.45,en,0,0,NorthAAFan,81112,2653,897,,Allu___sujan,,"Patna,Bihar"
89,Thu Jun 17 06:30:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rc Box -Office Wise Ok But Fan Base Lo Ite Tier-2 Kindha Consider Cheyachhu Box -Office Fanbase AnydayTarak gt gt gt gt gt RAM charanAh Box Office Records Kuda Mana Chiru Mafia Gurinchi Telisindhe GaNen RC MB Mutual Ni Tarak Medha Abusive tweets kuda vesa,0.133333333,0.8,en,0,0,Murali4Tarak,65284,2363,1347,,Teja_Cult_DHFM,,Ladakh
90,Thu Jun 17 06:30:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Facebook 's latest n't detect knows came,0.5,0.9,en,0,0,ridbay,172156,3748,1641,"AI, DeepFakes",SpirosMargaris,,find me here 👉
91,Thu Jun 17 06:30:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Buy airtime across networks Mpesa even Fuliza via paybill Account number phone number Kabando Locatelli Ramos Arteta tony,0,0,en,0,0,Real__icon,23514,17695,677,,"iamsoniah, F_M_Networks",,Kenya
92,Thu Jun 17 06:30:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nee lanti Actor ni memu chudaledu anna Nee antha manchi vyakthi ni kuda chudaledu anna Adugula manchithanam Niluvethu Nidarshanam Ninnu velethi chupinche arhatha evadiki ledu anna PC,0,0,hi,0,0,AsHoK_MB_Devote,97971,702,426,,"KonaseemaSSMBFC, urstrulyMahesh",,
93,Thu Jun 17 06:30:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Okka movie ni patkoni vachav pawala gadu mb chesina nijam pokiri khaleja bm srm vetilo okkati kuda cheyaledu,0,0,und,0,0,rohithjanumpal1,103392,533,806,,"Tejas10580939, swaroop_karanam, Mukesh_TweetZ, urstrulyMahesh, PawanKalyan",,
94,Thu Jun 17 06:30:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nenu Twitter lo ne choose Jokulu PK ki asalu Fans ey leru2 PK ki Caste fans ey unnaaru3 PK ki asalu Craze ey ledhu overrarted athanu maname anavasaranga leputhunnaam4 Pk fans ni offline lo ekkuva chudaledu Online Lo kuda Max Mega Banisale untaru,0,0,et,0,0,KiranKopparthi,66941,632,618,,SairaamKalyan,,Bhimavaram
95,Thu Jun 17 06:30:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",First last warning .. Inkosari families joliki pothe First evartho start chesthano kuda telidhu nv aapina nen Aapanu,0.166666667,0.244444444,et,0,0,Raghuna23075711,4545,131,3195,,TWTM__,,"Kurnool, India"
96,Thu Jun 17 06:30:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sln teaser trailer views amp trailer likes gt AVPl Mind block flop song day views gt nakka chartbuster song views day1 East sln gt avpl amp Guntur West almost Nizam SLN AVPLAina Kuda pandabetti Dengadu konni territories lo Aina Kuda AAth gaadidhi nakuthunnav,0,0,en,0,0,_goutham_dhfm,24246,210,341,,SandeepMBcult_,,
97,Thu Jun 17 06:31:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LETTER inspired archetypal male Nat J. Dornan MSP The SNP carbon monoxide cloud engulfing Scotland It drives oxygen amp replaces poisonous inertia The taut amp glum faces Holyrood could cast-offs Pyongyang politburo,0,0.1,en,0,0,ArthurDKeith1,10144,2713,2012,,cultfree54,,"Dundee, Scotland"
98,Thu Jun 17 06:31:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",`` I ask pays `` Andrew Neil challenges Rishi Sunak cost Government 's net zero carbon emissions target includes replacing household gas boilers,0,0,en,0,0,dadof315,48123,903,1255,,GBNEWS,,Takijg a break 
99,Thu Jun 17 06:31:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mana Hand ki unna fingers anny okela undavu ..... alane manushulu kuda andharu okela undaru .... Yeppudaina Andham chudakudadhu character important .... Good morning .... Stay strong stay safe,0.508333333,0.708333333,et,0,0,SathyaDarlingF1,23979,686,208,,AlluDhanu,,
100,Thu Jun 17 06:31:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Another example rich find overconsume There thing offsetting I wish people would stop using word They call `` pay pollute '' The extracting co2 stuff bit pie sky rising emissions yr yr,0.375,0.75,en,0,0,BiodiversitySoS,27402,2959,1513,,caroline_bcn3,,"London, England"
101,Thu Jun 17 06:31:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mwanafunz mwaka wa pili UDSM Nimejikita katika utengenezaji wa application na USSD kwa wasio na smartphone ambayo itamuwezesha mtumiaji wa Luku mita kununua umeme toka kampuni za mawasiliano na kwenda moja kwa moja katika Luku mita za majumbani bila kutumia data MB,0,0,in,0,0,LshineDe,4565,261,1296,,iAlfordMbwambo,,
102,Thu Jun 17 06:31:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",That Inbuilt Attitude Offscreen lo Kuda Mass Hero Material Anna Nuv Caption one With Something Elevating Mine Will `` BALUPU C/O GELUPU '',0,0,en,0,0,Suman_CharanISM,17222,1089,952,,RamCharanERA,,"Hyderabad, India"
103,Thu Jun 17 06:31:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",la MANIA delle auto elettriche per le quali vengono investiti centinaia di miliardi perch costa di tutta l'infrastruttura .. non serve un tubo per le emissioni di Co2se tutte le auto del mondo diventassero elettriche il CO2 emesso cala dell 1 non c solo la `` pandemia '',0,0,it,0,0,DiplomaziaTW,38047,1639,1648,,gzibordi,,
104,Thu Jun 17 06:31:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",`` The methodological framework envisaged CCS+ Initiative cover wide range carbon capture technologies point source emissions technical carbon removal solutions different CO2 transport modalities various carbon utilization storage solutions '' Hienoa,-0.025,0.4,en,0,0,HTuohi,4964,780,974,,lahtier,,"Tampere, Suomi"
105,Thu Jun 17 06:31:23 +0000 2021,"<a href=""https://appthisway.com/"" rel=""nofollow"">Appthisway Technology Bot</a>",Finding solution requires building weekly pick Happy reading //,0.8,1,en,0,0,appthisway,26315,1489,1477,"ecosystem, quotes, DigitalTransformation",MadanRao,,United Kingdom
106,Thu Jun 17 06:31:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Alert read entire threadWe accumulating SPE LONG TERMSave Planet Earth GRAND SLAM team Ph.D environmental/carbon reduction/green energy industry leaders.This project GLOBAL IMPACT connected World Leaders,0.1125,0.50625,en,0,0,ddebney,169,31,183,TEAM360,360_trader,,
107,Thu Jun 17 06:31:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Except offline clebrations Ani kuda chepu bro elago sites colls meeru manage chestaaru ga ...,0,0,en,0,0,Pkfanforever6,785,8,76,,KINGKALYAN777,,
108,Thu Jun 17 06:31:28 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Carbons Impact Largest Desert World,0,0,en,0,0,FraserYasin,2269,1151,2699,"TiredEarth, desert, WorldDesertificationDay, desertification, UNCCD",Tiredearth,,The whole world is my home
109,Thu Jun 17 06:31:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nenu Twitter lo ne choose Jokulu PK ki asalu Fans ey leru2 PK ki Caste fans ey unnaaru3 PK ki asalu Craze ey ledhu overrarted athanu maname anavasaranga leputhunnaam4 Pk fans ni offline lo ekkuva chudaledu Online Lo kuda Max Mega Banisale untaru,0,0,et,0,0,Saiakula081,36897,432,572,,SairaamKalyan,,
110,Thu Jun 17 08:27:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",`` I ask pays `` Andrew Neil challenges Rishi Sunak cost Government 's net zero carbon emissions target includes replacing household gas boilers,0,0,en,0,0,dollytrollpe,77808,4486,4341,,GBNEWS,,United Kingdom
111,Thu Jun 17 08:27:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Koduku veltey wooden face annaru Babu veltey Aslu dhekanu kuda dhekaledu veltey Indian Mega Star annaruDifference chala untadhi,0,0,et,0,0,NagarjunKatteb3,21046,357,1206,Prabhas,Munna__Tweetz,,
112,Thu Jun 17 08:27:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",launched years aina MLA kuda kaledu Next gen elections Appatiki yrsMLA kaavadanike years padite MLA ayi opposition floor leader avvadaniki enni years teeskuntav akkadinunchi CM post ki inkenni years teeskuntav,0,0,et,0,0,_goutham_dhfm,24341,210,340,Janasena,OkkadiFanIkada,,
113,Thu Jun 17 08:27:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",STILL ON HOW TO GET THE FLOAT FINANCIAL PRODUCT The dealer/agent shall dial USSD code 247 enter M_Pin The dealer recieved one time password update new personal identification number details Cc,0.045454545,0.251515152,en,0,0,josephine_anena,5789,1793,1943,,Naj_Daniell,,
114,Thu Jun 17 08:27:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hrs Teaser likes Records From Sgs Bday Teaser NkpSgs 2nd Teaser Jg KtmJlkAgvSaahoRRR- Ram CharanRRR- Ntr Okka Teaser record ledhu Villa bathukki Ads veskuni Kalyan Ram Record kotinatu Views record veskuntaru villu kuda youtube gurinchi matladtam,0,0,tl,0,0,hemanthsaipula,5836,245,239,,RusthumHere,,🙃
115,Thu Jun 17 08:27:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Eazzy Mobile Banking provides convenience allows customers withdraw money via app compared going ATMs may sometimes far away customers locations,0.1,1,en,0,0,SourceGarland,55514,18575,10019,,Qrisy_Qrisy,,
116,Thu Jun 17 08:27:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Macam-macam bentuk selaput dara Elastisitas bentuk ketebalan amp ukurannya berbeda-beda.Selaput dara bisa robek TANPA sexual intercourse dari naik sepeda naik kuda gymnastics dll Darah yg keluar pas penetrasi juga ga selalu karena hymen bs karena vaginal wall,0.5,0.833333333,in,0,0,BrowniesOreo,20397,334,440,,senjatanuklir,,威神V
117,Thu Jun 17 08:27:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Do know businesses impact air quality Grants k k available support carbon reduction measures Derby eligible businesses Covering total cost works,0.2,0.575,en,0,0,MarketingDerby,39504,13711,1437,,"DerbyCC, DE_Carbonise",,"Derby, England"
118,Thu Jun 17 08:27:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",amp Global Awards //,0,0,en,0,0,BetaDigitalLtd,5373,2485,2117,"FinTech, RegTech","BetaMoroney, CentralBanking_, RachaelKing_cb, efipm, richardturrin, Damien_CABADI, Xbond49",,Dublin & London
119,Thu Jun 17 08:27:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",New blog How supporting drive .Read one UK-based institutions designed developed amp demonstrated proof-of-concept //,0.162121212,0.334848485,en,0,0,MyEVSCharging,4,6,4,CarbonNeutrality,"ProjectAMiCc, wmgwarwick",,"Corsham, England"
120,Thu Jun 17 08:27:44 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Every household Britain likely pay k new boiler zero carbon targets The BBC Sky Channel ITV blindly accept zealotry Only asked big question pays Because us hammer poorest hardest,-0.072727273,0.644242424,en,0,0,DaleRees8,21616,119,98,,MartinDaubney,,
121,Thu Jun 17 08:27:45 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",That fantastic interview That way political interviews done Holding government account informed fair tough allowing politician answer Bravo,0.177777778,0.683333333,en,0,0,LynPritchard2,23723,300,195,,"northumbrian_, afneil",,
122,Thu Jun 17 08:27:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Emerging technologies like amp playing transformational role boosting financial inclusion across social spectrum delivering customised solutions desired personal needs customer,0.011111111,0.122222222,en,0,0,BrajenHaloi,5012,10,3,"AI, ML, RPA, Blockchain, Cloud, Fintech",Omkar_Raii,,
123,Thu Jun 17 08:27:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Hear looking make positive impact society Register free tickets AI Accelerator Venture Builder Incubator Demo Days,0.313636364,0.672727273,en,0,0,BGMidlothian,879,143,229,"scaleups, startups",Roslinnovation,,"Dalkeith, Midlothian"
124,Thu Jun 17 08:27:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Last Year Bday Trend Madhyalo Valla Co-fan chanipoyaru ane baadhalo unte Babu wishes tho Andhari Face lo smile patkochadu .. Trend lekapoina e wishes chaalu Ani andharu happy feel ayyaruAayana Character Gurinchi Matlade Hakku okka PK fan ki kuda ledhu,0.366666667,0.388888889,et,0,0,Haritalari6,26350,56,23,,TWTM__,,
